health_system,variable,iter,chain,mean,variance
D,resp_rate_mean,5,Chain 5,23.3991578718134,152.270348071545
D,syst_bp_mean,1,Chain 1,128.598528364586,270.603990516085
D,syst_bp_mean,1,Chain 2,129.665970409051,295.546302597144
D,syst_bp_mean,1,Chain 3,130.7037067806,279.887705774143
D,syst_bp_mean,1,Chain 4,131.300304612707,315.484507614938
D,syst_bp_mean,1,Chain 5,129.485655510721,315.516226372134
D,syst_bp_mean,2,Chain 1,132.836078803703,310.405544500603
D,syst_bp_mean,2,Chain 2,129.83137510879,326.112397987779
D,syst_bp_mean,2,Chain 3,129.566405570061,262.080154091045
D,syst_bp_mean,2,Chain 4,130.460273755835,302.283546144315
D,syst_bp_mean,2,Chain 5,130.43734472664,321.138431178847
D,syst_bp_mean,3,Chain 1,130.83363794604,288.078316515462
D,syst_bp_mean,3,Chain 2,130.003330959728,290.197829622493
D,syst_bp_mean,3,Chain 3,130.105613577023,267.209061628064
D,syst_bp_mean,3,Chain 4,128.249303742385,332.055421270792
D,syst_bp_mean,3,Chain 5,131.031557085212,345.013742221277
D,syst_bp_mean,4,Chain 1,131.552832502571,259.663048376871
D,syst_bp_mean,4,Chain 2,128.9247843975,305.169897211013
D,syst_bp_mean,4,Chain 3,131.442823799351,316.626927920119
D,syst_bp_mean,4,Chain 4,128.462279452488,349.195005900404
D,syst_bp_mean,4,Chain 5,130.724847693647,324.077472162606
D,syst_bp_mean,5,Chain 1,129.447780678851,262.632309634146
D,syst_bp_mean,5,Chain 2,129.845826410317,290.880089236784
D,syst_bp_mean,5,Chain 3,131.573502650526,305.363346841194
D,syst_bp_mean,5,Chain 4,130.179242819843,363.275263910343
D,syst_bp_mean,5,Chain 5,130.176552733602,331.640266729133
D,diast_bp_mean,1,Chain 1,75.7284598214286,144.059196982236
D,diast_bp_mean,1,Chain 2,77.4042658730159,133.737169075347
D,diast_bp_mean,1,Chain 3,77.571912202381,140.545704933545
D,diast_bp_mean,1,Chain 4,77.7583023313492,141.967262540258
D,diast_bp_mean,1,Chain 5,77.6982762896826,153.427427114077
D,diast_bp_mean,2,Chain 1,78.2742497519841,156.273068268065
D,diast_bp_mean,2,Chain 2,77.819959077381,153.452001603384
D,diast_bp_mean,2,Chain 3,75.325427827381,126.268460056979
D,diast_bp_mean,2,Chain 4,74.2384486607143,137.90255520238
D,diast_bp_mean,2,Chain 5,78.6975880456349,134.510935373186
D,diast_bp_mean,3,Chain 1,76.5051897321429,128.872638061514
D,diast_bp_mean,3,Chain 2,76.6379030257937,154.195110929015
D,diast_bp_mean,3,Chain 3,77.1592757936508,134.050143837489
D,diast_bp_mean,3,Chain 4,78.781355406746,126.495075931117
D,diast_bp_mean,3,Chain 5,78.5908296130952,155.214880738339
D,diast_bp_mean,4,Chain 1,78.9452132936508,141.442305790281
D,diast_bp_mean,4,Chain 2,75.744388640873,152.033079639237
D,diast_bp_mean,4,Chain 3,77.6198722718254,134.771724731575
D,diast_bp_mean,4,Chain 4,78.849962797619,152.158016226862
D,diast_bp_mean,4,Chain 5,79.722550843254,163.694090745648
D,diast_bp_mean,5,Chain 1,78.8437624007937,134.89167321613
D,diast_bp_mean,5,Chain 2,75.2226810515873,140.95576584992
D,diast_bp_mean,5,Chain 3,78.0298115079365,139.575904214747
D,diast_bp_mean,5,Chain 4,76.708345734127,126.194506254915
D,diast_bp_mean,5,Chain 5,78.8697606646826,150.896569814626
D,o2_sat_mean,1,Chain 1,95.7916227745812,7.07393019501822
D,o2_sat_mean,1,Chain 2,96.192267640238,6.88744947371126
D,o2_sat_mean,1,Chain 3,95.846283422661,7.82329482596293
D,o2_sat_mean,1,Chain 4,95.8310392317573,8.26940049958732
D,o2_sat_mean,1,Chain 5,95.584234970919,8.72753058686492
D,o2_sat_mean,2,Chain 1,95.966780362538,6.93631722952314
D,o2_sat_mean,2,Chain 2,95.3476272224815,7.89345937129445
D,o2_sat_mean,2,Chain 3,95.8590528949986,8.77102091584912
D,o2_sat_mean,2,Chain 4,96.0118090079589,7.36664771084332
D,o2_sat_mean,2,Chain 5,95.8133755284086,7.1279677978335
D,o2_sat_mean,3,Chain 1,96.0348845565971,8.06026409276067
D,o2_sat_mean,3,Chain 2,95.7169349717142,7.0930360669938
D,o2_sat_mean,3,Chain 3,96.114010748052,6.97355952879406
D,o2_sat_mean,3,Chain 4,95.8865920471037,7.15863145659148
D,o2_sat_mean,3,Chain 5,96.354326442306,7.26903076140998
D,o2_sat_mean,4,Chain 1,95.9284255953268,7.64368133894607
D,o2_sat_mean,4,Chain 2,95.6975530609426,8.93729862743638
D,o2_sat_mean,4,Chain 3,95.846763196775,8.64584738232717
D,o2_sat_mean,4,Chain 4,95.7546044175476,7.68824642343476
D,o2_sat_mean,4,Chain 5,96.3074611726023,7.66324076255783
D,o2_sat_mean,5,Chain 1,96.1802755499623,6.5718923118767
D,o2_sat_mean,5,Chain 2,95.7311446146006,8.93266944430374
D,o2_sat_mean,5,Chain 3,96.1706092538366,6.07913857109604
D,o2_sat_mean,5,Chain 4,95.4049562452122,8.90515654679955
D,o2_sat_mean,5,Chain 5,95.9931330195137,7.32388731197624
